reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,Subadvisor_name
31-Oct-17,883622,IVY FUNDS,Ivy Government Money Market Fund,S000006294,Government/Agency,Class C,C000017305,Ivy Investment Management Company,WRCXX,
31-Oct-17,883622,IVY FUNDS,Ivy Government Money Market Fund,S000006294,Government/Agency,Class E,C000043907,Ivy Investment Management Company,IVEXX,
31-Oct-17,883622,IVY FUNDS,Ivy Government Money Market Fund,S000006294,Government/Agency,Class N,C000193500,Ivy Investment Management Company,WRNXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Government & Agency Securities Portfolio,S000006301,Exempt Government,Service Shares,C000017334,Deutsche Investment Management Americas Inc.,CAGXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Government & Agency Securities Portfolio,S000006301,Exempt Government,Deutsche Government & Agency Money Fund,C000035155,Deutsche Investment Management Americas Inc.,DTGXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Government & Agency Securities Portfolio,S000006301,Exempt Government,Deutsche Government Cash Institutional Shares,C000035156,Deutsche Investment Management Americas Inc.,DBBXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Government & Agency Securities Portfolio,S000006301,Exempt Government,Government Cash Managed Shares,C000035157,Deutsche Investment Management Americas Inc.,DCMXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Deutsche Tax-Exempt Cash Premier Shares,C000017348,Deutsche Investment Management Americas Inc.,SCIXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Service Shares,C000017349,Deutsche Investment Management Americas Inc.,CHSXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Tax-Exempt Cash Managed Shares,C000017350,Deutsche Investment Management Americas Inc.,TXMXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Deutsche Tax-Exempt Money Fund,C000035158,Deutsche Investment Management Americas Inc.,DTBXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Deutsche Tax-Free Money Fund Class S,C000035159,Deutsche Investment Management Americas Inc.,DTCXX,
31-Oct-17,858372,CASH ACCOUNT TRUST,Deutsche Tax-Exempt Portfolio,S000006303,Other Tax Exempt,Tax-Free Investment Class,C000035160,Deutsche Investment Management Americas Inc.,DTDXX,
31-Oct-17,863209,INVESTORS CASH TRUST,Deutsche Treasury Portfolio,S000006308,Exempt Government/Treasury,Institutional Shares,C000017365,Deutsche Investment Management Americas Inc.,ICTXX,
31-Oct-17,863209,INVESTORS CASH TRUST,Deutsche Treasury Portfolio,S000006308,Exempt Government/Treasury,Deutsche U.S. Treasury Money Fund Class S,C000035153,Deutsche Investment Management Americas Inc.,IUSXX,
31-Oct-17,863209,INVESTORS CASH TRUST,Deutsche Treasury Portfolio,S000006308,Exempt Government/Treasury,Investment Class Shares,C000035154,Deutsche Investment Management Americas Inc.,ITVXX,
31-Oct-17,863209,INVESTORS CASH TRUST,Deutsche Treasury Portfolio,S000006308,Exempt Government/Treasury,Capital Shares,C000166151,Deutsche Investment Management Americas Inc.,ICGXX,
31-Oct-17,746458,AMERICAN CENTURY MUNICIPAL TRUST,TAX-FREE MONEY MARKET FUND,S000006473,Other Tax Exempt,INVESTOR CLASS,C000017692,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",BNTXX,
31-Oct-17,918266,SCHWAB ANNUITY PORTFOLIOS,Schwab Government Money Market Portfolio,S000006545,Exempt Government,Schwab Government Money Market Portfolio,C000017880,"Charles Schwab Investment Management, Inc.",SWPXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,U.S. GOVERNMENT MONEY MARKET FUND,S000006582,Exempt Government,INVESTOR CLASS,C000017975,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",TCRXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,U.S. GOVERNMENT MONEY MARKET FUND,S000006582,Exempt Government,A CLASS,C000162988,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",AGQXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,U.S. GOVERNMENT MONEY MARKET FUND,S000006582,Exempt Government,C CLASS,C000162989,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",AGHXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,U.S. GOVERNMENT MONEY MARKET FUND,S000006582,Exempt Government,G CLASS,C000194392,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",AGGXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,PRIME MONEY MARKET FUND,S000006583,Prime,INVESTOR CLASS,C000017976,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",BPRXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,PRIME MONEY MARKET FUND,S000006583,Prime,A CLASS,C000017977,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",ACAXX,
31-Oct-17,908406,AMERICAN CENTURY INVESTMENT TRUST,PRIME MONEY MARKET FUND,S000006583,Prime,C CLASS,C000017980,"AMERICAN CENTURY INVESTMENT MANAGEMENT, INC.",ARCXX,
31-Oct-17,702340,PENN SERIES FUNDS INC,Penn Series Money Market Fund,S000006722,Exempt Government,Money Market Fund,C000018285,"Independence Capital Management, Inc.",,
31-Oct-17,701939,SEI DAILY INCOME TRUST,SDIT GOVERNMENT FUND,S000006773,Exempt Government,"SDIT GOVERNMENT FUND - CLASS F, effective 1-31-2017 (formerly Class A)",C000018365,SEI Investments Management Corporation,SEOXX,"BLACKROCK INVESTMENTS, LLC"
31-Oct-17,701939,SEI DAILY INCOME TRUST,SDIT GOVERNMENT FUND,S000006773,Exempt Government,Class CAA,C000162326,SEI Investments Management Corporation,GFAXX,"BLACKROCK INVESTMENTS, LLC"
31-Oct-17,701939,SEI DAILY INCOME TRUST,SDIT TREASURY II FUND,S000006774,Treasury,"SDIT TREASURY II FUND - CLASS F, effective 1-31-2017 (formerly Class A)",C000018368,SEI Investments Management Corporation,SCPXX,"BLACKROCK INVESTMENTS, LLC"
31-Oct-17,701939,SEI DAILY INCOME TRUST,SDIT GOVERNMENT II FUND,S000006776,Exempt Government,"SDIT GOVERNMENT II FUND - CLASS F, effective 1-31-2017 (formerly Class A)",C000018374,SEI Investments Management Corporation,TCGXX,"BLACKROCK INVESTMENTS, LLC"
31-Oct-17,,,FRANKLIN U.S. GOVERNMENT MONEY FUND,S000006859,Exempt Government,Class A,C000018536,,FMFXX,
31-Oct-17,,,FRANKLIN U.S. GOVERNMENT MONEY FUND,S000006859,Exempt Government,Class R6,C000128781,,FRRXX,
31-Oct-17,311635,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,S000006869,Exempt Government,Class I,C000018564,"Lord, Abbett & Co. LLC",LAYXX,
31-Oct-17,311635,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,S000006869,Exempt Government,Class A,C000018565,"Lord, Abbett & Co. LLC",LACXX,
31-Oct-17,311635,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,S000006869,Exempt Government,Class B,C000018566,"Lord, Abbett & Co. LLC",LABXX,
31-Oct-17,311635,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,S000006869,Exempt Government,Class C,C000018567,"Lord, Abbett & Co. LLC",LCCXX,
31-Oct-17,787441,MAINSTAY FUNDS,MainStay Money Market Fund,S000006897,Prime,Class A,C000018697,New York Life Investment Management LLC,MMAXX,NYL Investors LLC
31-Oct-17,787441,MAINSTAY FUNDS,MainStay Money Market Fund,S000006897,Prime,Class B,C000018698,New York Life Investment Management LLC,MKMXX,NYL Investors LLC
31-Oct-17,787441,MAINSTAY FUNDS,MainStay Money Market Fund,S000006897,Prime,Class C,C000018699,New York Life Investment Management LLC,MSCXX,NYL Investors LLC
31-Oct-17,787441,MAINSTAY FUNDS,MainStay Money Market Fund,S000006897,Prime,INVESTOR CLASS,C000060793,New York Life Investment Management LLC,MKTXX,NYL Investors LLC
31-Oct-17,836423,OPPENHEIMER GOVERNMENT CASH RESERVES,OPPENHEIMER GOVERNMENT CASH RESERVES/CO/,S000006965,Exempt Government,A,C000019001,"OFI Global Asset Management, Inc.",,"OppenheimerFunds, Inc."
31-Oct-17,836423,OPPENHEIMER GOVERNMENT CASH RESERVES,OPPENHEIMER GOVERNMENT CASH RESERVES/CO/,S000006965,Exempt Government,B,C000019002,"OFI Global Asset Management, Inc.",,"OppenheimerFunds, Inc."
31-Oct-17,836423,OPPENHEIMER GOVERNMENT CASH RESERVES,OPPENHEIMER GOVERNMENT CASH RESERVES/CO/,S000006965,Exempt Government,C,C000019003,"OFI Global Asset Management, Inc.",,"OppenheimerFunds, Inc."
31-Oct-17,836423,OPPENHEIMER GOVERNMENT CASH RESERVES,OPPENHEIMER GOVERNMENT CASH RESERVES/CO/,S000006965,Exempt Government,R,C000019004,"OFI Global Asset Management, Inc.",,"OppenheimerFunds, Inc."
31-Oct-17,803013,FIDELITY GARRISON STREET TRUST,Fidelity Money Market Central Fund,S000007011,Prime,Fidelity Money Market Central Fund,C000019137,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.",,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,803013,FIDELITY GARRISON STREET TRUST,Fidelity Money Market Central Fund,S000007011,Prime,Fidelity Money Market Central Fund,C000019137,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.",,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,803013,FIDELITY GARRISON STREET TRUST,Fidelity Money Market Central Fund,S000007011,Prime,Fidelity Money Market Central Fund,C000019137,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.",,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Institutional Class,C000019361,Principal Management Corporation,PVMXX,
31-Oct-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class J,C000019362,Principal Management Corporation,PMJXX,
31-Oct-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class A,C000019363,Principal Management Corporation,PCSXX,
31-Oct-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class C,C000038783,Principal Management Corporation,PPCXX,
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,"FMR INVESTMENT MANAGEMENT (U.K.), LIMITED"
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
31-Oct-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
