reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,sub_advisor
30-Sep-17,803013,FIDELITY GARRISON STREET TRUST,Fidelity Money Market Central Fund,S000007011,Prime,Fidelity Money Market Central Fund,C000019137,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.",,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,803013,FIDELITY GARRISON STREET TRUST,Fidelity Money Market Central Fund,S000007011,Prime,Fidelity Money Market Central Fund,C000019137,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.",,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Fidelity Government Money Market Fund,C000019230,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPAXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Capital Reserves Class,C000154303,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZAXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Daily Money Class,C000154304,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZBXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Premium Class,C000154305,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZCXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Government Money Market Fund,S000007051,Exempt Government,Advisor M Class,C000190683,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZGXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Fidelity Money Market Fund,C000019231,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),SPRXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Money Market Fund,S000007052,Prime,Premium Class,C000154306,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FZDXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,917286,FIDELITY HEREFORD STREET TRUST,Fidelity Treasury Only Money Market Fund,S000007053,Exempt Government,Fidelity Treasury Only Money Market Fund,C000019232,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDLXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Institutional Class,C000019361,Principal Management Corporation,PVMXX,
30-Sep-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class J,C000019362,Principal Management Corporation,PMJXX,
30-Sep-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class A,C000019363,Principal Management Corporation,PCSXX,
30-Sep-17,898745,PRINCIPAL FUNDS INC,Money Market Fund,S000007081,Prime,Class C,C000038783,Principal Management Corporation,PPCXX,
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund,C000019442,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMSXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Institutional Class,C000047913,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMAXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts AMT Tax-Free Money Market Fund,S000007113,Single State,Fidelity Massachusetts AMT Tax-Free Money Market Fund: Service Class,C000047914,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMHXX,FMR INVESTMENT MANAGMENT (U.K.) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,Fidelity Massachusetts Municipal Money Market Fund,S000007115,Single State,Fidelity Massachusetts Municipal Money Market Fund,C000019444,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FDMXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market Portfolio,S000007116,Exempt Government,Retirement Government Money Market Portfolio,C000019445,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FGMXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market Portfolio,S000007116,Exempt Government,Retirement Government Money Market Portfolio,C000019445,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FGMXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market Portfolio,S000007116,Exempt Government,Retirement Government Money Market Portfolio,C000019445,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FGMXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market Portfolio,S000007116,Exempt Government,Retirement Government Money Market Portfolio,C000019445,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FGMXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market II Portfolio,S000007117,Exempt Government,Retirement Government Money Market II Portfolio,C000019446,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRTXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market II Portfolio,S000007117,Exempt Government,Retirement Government Money Market II Portfolio,C000019446,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRTXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market II Portfolio,S000007117,Exempt Government,Retirement Government Money Market II Portfolio,C000019446,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRTXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,276516,FIDELITY MONEY MARKET TRUST,Retirement Government Money Market II Portfolio,S000007117,Exempt Government,Retirement Government Money Market II Portfolio,C000019446,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FRTXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Michigan Municipal Money Market Fund,S000007134,Single State,Fidelity Michigan Municipal Money Market Fund,C000019508,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FMIXX,"FMR INVESTMENT MANAGEMENT (U.K.), LIMITED"
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Ohio Municipal Money Market Fund,S000007135,Single State,Fidelity Ohio Municipal Money Market Fund,C000019509,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FOMXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Pennsylvania Municipal Money Market Fund,S000007136,Single State,Fidelity Pennsylvania Municipal Money Market Fund,C000019510,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FPTXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Pennsylvania Municipal Money Market Fund,S000007136,Single State,Fidelity Pennsylvania Municipal Money Market Fund,C000019510,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FPTXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Pennsylvania Municipal Money Market Fund,S000007136,Single State,Fidelity Pennsylvania Municipal Money Market Fund,C000019510,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FPTXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,880799,FIDELITY MUNICIPAL TRUST II,Fidelity Pennsylvania Municipal Money Market Fund,S000007136,Single State,Fidelity Pennsylvania Municipal Money Market Fund,C000019510,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FPTXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund,C000019550,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSNXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund,C000019550,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSNXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund,C000019550,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSNXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund,C000019550,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FSNXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Institutional Class,C000047915,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNKXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Institutional Class,C000047915,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNKXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Institutional Class,C000047915,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNKXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Institutional Class,C000047915,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNKXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Service Class,C000047916,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNOXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Service Class,C000047916,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNOXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Service Class,C000047916,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNOXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York AMT Tax-Free Money Market Fund,S000007146,Single State,Fidelity New York AMT Tax-Free Money Market Fund: Service Class,C000047916,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNOXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York Municipal Money Market Fund,S000007147,Single State,Fidelity New York Municipal Money Market Fund,C000019551,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNYXX,"FIDELITY INVESTMENTS MONEY MANAGEMENT, INC."
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York Municipal Money Market Fund,S000007147,Single State,Fidelity New York Municipal Money Market Fund,C000019551,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNYXX,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York Municipal Money Market Fund,S000007147,Single State,Fidelity New York Municipal Money Market Fund,C000019551,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNYXX,FIDELITY MANAGEMENT & RESEARCH (JAPAN) LIMITED
30-Sep-17,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,Fidelity New York Municipal Money Market Fund,S000007147,Single State,Fidelity New York Municipal Money Market Fund,C000019551,FIDELITY MANAGEMENT & RESEARCH COMPANY (FMR),FNYXX,FMR INVESTMENT MANAGEMENT (U.K.) LIMITED
